219,-1
231,-1
14,-1
215,-1
208,-1
7,-1
213,-1
220,-1
241,-1
319,508
114,507
331,509
249,-1
225,-1
248,-1
207,-1
250,-1
107,511
320,510
242,-1
308,515
325,507
243,-1
214,-1
221,-1
212,-1
349,513
5,-1
342,508
216,-1
205,-1
12,-1
315,528
204,-1
316,504
341,526
254,-1
313,530
3,-1
348,524
350,523
343,518
312,516
112,511
206,-1
223,-1
307,530
105,519
2,-1
321,524
232,-1
17,-1
306,507
102,504
314,530
240,-1
305,525
354,520
323,512
8,-1
304,526
13,-1
117,510
251,-1
332,513
1,-1
233,-1
217,-1
222,-1
103,530
209,-1
4,-1
253,-1
246,-1
317,506
340,519
210,-1
101,511
351,514
18,-1
113,518
104,509
9,-1
244,-1
237,-1
322,516
118,506
108,527
333,521
109,506
226,-1
230,-1
224,-1
229,-1
344,510
346,521
337,511
15,-1
255,-1
20,-1
228,-1
309,530
252,-1
353,530
10,-1
310,528
328,505
324,514
329,514
234,-1
326,519
11,-1
203,-1
355,514
120,514
352,512
330,524
115,519
245,-1
239,-1
110,515
16,-1
227,-1
235,-1
19,-1
236,-1
345,507
327,504
201,-1
247,-1
6,-1
339,511
202,-1
211,-1
335,510
238,-1
106,505
334,527
311,504
218,-1
302,507
303,528
111,530
119,518
116,522
336,519
318,506
347,517
338,512
301,520
