209,-1
206,-1
231,-1
214,-1
5,-1
223,-1
14,-1
309,506
219,-1
306,507
242,-1
323,505
2,-1
331,510
208,-1
204,-1
235,-1
224,-1
1,-1
105,514
218,-1
9,-1
319,513
102,510
101,505
314,521
335,509
308,512
114,521
324,511
225,-1
203,-1
215,-1
318,512
244,-1
239,-1
325,505
19,-1
229,-1
232,-1
342,529
304,525
109,520
20,-1
216,-1
12,-1
226,-1
344,512
329,509
236,-1
240,-1
210,-1
234,-1
119,515
339,518
13,-1
241,-1
237,-1
243,-1
326,512
336,510
303,529
315,529
332,523
310,512
316,520
340,515
16,-1
6,-1
220,-1
8,-1
202,-1
116,504
120,529
112,528
113,519
337,518
334,524
17,-1
233,-1
217,-1
207,-1
211,-1
343,524
341,527
238,-1
333,506
320,517
10,-1
221,-1
317,509
228,-1
108,521
106,524
213,-1
307,513
4,-1
18,-1
3,-1
11,-1
15,-1
313,506
302,530
212,-1
222,-1
328,513
117,527
115,506
321,518
118,511
205,-1
230,-1
311,529
312,509
338,528
227,-1
110,527
305,506
201,-1
111,519
7,-1
330,509
322,517
301,504
103,525
107,504
104,529
327,511
