10,-1
207,-1
13,-1
246,-1
15,-1
244,-1
20,-1
231,-1
243,-1
113,506
228,-1
238,-1
203,-1
252,-1
19,-1
344,509
346,512
211,-1
307,516
119,504
110,519
254,-1
115,517
303,510
253,-1
8,-1
328,515
331,519
338,516
352,515
239,-1
120,524
108,506
241,-1
235,-1
11,-1
230,-1
240,-1
343,529
214,-1
6,-1
354,519
353,517
339,512
227,-1
311,527
335,511
314,507
341,514
218,-1
242,-1
225,-1
208,-1
206,-1
232,-1
327,510
2,-1
330,520
233,-1
226,-1
250,-1
342,510
340,524
106,522
325,512
318,515
111,530
12,-1
223,-1
5,-1
221,-1
247,-1
333,513
332,518
308,521
326,515
112,508
1,-1
209,-1
3,-1
306,526
347,509
234,-1
323,514
222,-1
102,528
350,525
105,517
213,-1
321,518
210,-1
251,-1
322,507
219,-1
101,516
7,-1
309,517
217,-1
212,-1
351,507
17,-1
107,505
103,522
255,-1
249,-1
204,-1
4,-1
220,-1
202,-1
334,526
16,-1
310,520
313,523
205,-1
319,520
224,-1
312,517
201,-1
18,-1
302,510
14,-1
324,505
116,511
301,505
317,526
304,519
114,505
117,526
104,521
355,525
349,525
236,-1
248,-1
216,-1
320,526
305,521
215,-1
229,-1
237,-1
316,505
9,-1
245,-1
329,504
336,511
337,505
315,508
345,504
109,506
348,515
118,530
